Item_ID	Sentence	Determiner	Noun	Predicate	Subject	SubjectLength	SubjectParse
1402471:5	the words were sharp but there was none the less warmth in the queen-dowager's voice.	the	words	sharp	the words	2	(NP (DT The) (NNS words))
1402638:40	a ripple of unease ran through the deputation at that, but the murmurings were indecipherable, as if even collectively its members were treading warily.	the	murmurings	indecipherable	the murmurings	2	(NP (DT the) (NNS murmurings))
1403525:5	the tales were lively, not without a strong hint of bawdiness, but they had brought vividly to life the glittering courts of former days -- so different, as alianor was wont to say with a sigh, from the subdued, uneasy court of the present king.	the	tales	lively	the tales	2	(NP (DT The) (NNS tales))
1405477:51	i have met wonderful doctors who really cared for their old patients, but sometimes the doctors were dismissive and rude, believing that there was little point in wasting valuable resources on the elderly as they were going to die soon anyway.	the	doctors	dismissive	the doctors	2	(NP (DT the) (NNS doctors))
1407910:56	the unfortunate mr henman concluded cautiously," if, in the final analysis, it turns out that the qualifications were deficient..." then it would be a matter of" hindsight".	the	qualifications	deficient	the qualifications	2	(NP (DT the) (NNS qualifications))
1407938:108	although the endless state visits to harare or mauretania always climaxed with the publication of pompous declarations and assertions that trade was going to increase by generous percentages within a few years, the consequences of these visits were negligible apart from providing a few more exhibits for the trophy rooms in bucharest.	these	visits	negligible	these visits	2	(NP (DT these) (NNS visits))
1408514:10	even though the authorities were unwilling to acknowledge the extent of the disaster, some western aid was accepted.	the	authorities	unwilling	the authorities	2	(NP (DT the) (NNS authorities))
1408973:31	elton trueblood comments," when christ said the labourers were few, he and those to whom he spoke were surrounded by large numbers of priests and semi-professional religious men.	the	labourers	few	the labourers	2	(NP (DT the) (NNS labourers))
1412180:49	she had heard her mother say that she could provide these things, but that the days were long and lonely on her own and she would like to meet people and to earn her own money, no matter how small.	the	days	long	the days	2	(NP (DT the) (NNS days))
1416783:12	i thought the ksbs were first-rate fellwalking boots and their overall comfort an improvement on any leather boot i've used.	the	ksbs	first-rate	the ksbs	2	(NP (DT the) (NNS KSBs))
1418644:4	the ships were ex-channel ferries, now landing ships, infantry --lrb- lsis --rrb- hms princess beatrix and hms queen emma.	the	ships	ex-channel	the ships	2	(NP (DT The) (NNS ships))
1418846:7	among these targets were small components whose size bore no relation to their great importance in the technology of war, and great installations considered indestructible by the air bombardment of those years.	these	targets	small	these targets	2	(NP (DT these) (NNS targets))
1419093:12	on monday the docks were re-opened and the stevedores were at work when micky wynn's first torpedo exploded at 1600 hours; an hour later the second one went off.	the	docks	re-opened	the docks	2	(NP (DT the) (NNS docks))
1428813:92	the frame should be automatically level, but we checked just in case, in the same way the side was checked for upright, which it was, as the corners were square.	the	corners	square	the corners	2	(NP (DT the) (NNS corners))
1430211:83	dado and picture rails can be tricky to remove without seriously damaging the plaster -- it all depends on whether they were fixed in place before the walls were plastered or afterwards.	the	walls	plastered	the walls	2	(NP (DT the) (NNS walls))
1432759:4	the trees were leafless, and seemed to hold fog in their branches.	the	trees	leafless	the trees	2	(NP (DT The) (NNS trees))
1432760:15	the figures walking along the paths were few, as it was still early.	the	paths	few	the paths	2	(NP (DT the) (NNS paths))
1433101:6	the chairs were austere, upholstered in matching, ugly green velvet; she was uncomfortable, and scarcely knew what to do about the performance tonight.	the	chairs	austere	the chairs	2	(NP (DT The) (NNS chairs))
1433901:5	the eyes were open; only the spectacles were smashed.	the	eyes	open	the eyes	2	(NP (DT The) (NNS eyes))
1434005:41	he smiled again, this time with closed lips: his eyes behind the spectacles were steely.	the	spectacles	steely	the spectacles	2	(NP (DT the) (NNS spectacles))
1434146:7	however the children were less bullied, although olivia, who till now had run about under her mother's feet, received her first caning the day after her sixth birthday, having grown pert in the meantime, living away from the rest.	the	children	less	the children	2	(NP (DT the) (NNS children))
1434889:74	the body itself was late medieval, not wrapped in cerecloth but in a long linen shift with a narrow hem of lace; the features were discernible, though bald, whilst the" inside of the body seemed to be filled with some substance which rendered it very hard."	the	features	discernible	the features	2	(NP (DT the) (NNS features))
1435308:4	the permutations were many and varied.	the	permutations	many	the permutations	2	(NP (DT The) (NNS permutations))
1435434:79	care had to be taken in fitting the cotter-pins securing the grips, and grooves were cut on the inside of the coffin into which the cotter-pins were bent, so as not to come into contact with the lead shell.	the	cotter-pins	bent	the cotter-pins	2	(NP (DT the) (NNS cotter-pins))
1436263:12	i thought the teachers were arrogant and condescending."	the	teachers	arrogant	the teachers	2	(NP (DT the) (NNS teachers))
1436739:46	i saw women dealing with having kids and working at the same time and the kids were happy because of the closeness with their mother.	the	kids	happy	the kids	2	(NP (DT the) (NNS kids))
1437601:50	once again, the court found that the aids epidemic was such a grave medical emergency that the defendants were justified in their actions.	the	defendants	justified	the defendants	2	(NP (DT the) (NNS defendants))
1440451:30	this was more easily commanded than achieved, for these mosstroopers were excellent horsemen and guerrilla fighters but unused to disciplined formation warfare.	these	mosstroopers	excellent	these mosstroopers	2	(NP (DT these) (NNS mosstroopers))
1441828:25	but this was unsuccessful also, for the casualties were unacceptable, and though some did reach the masonry, over all the ditches, few burdened with ladders and scaling-ropes managed to do so, and these were easily repulsed by the defenders on the wall-tops.	the	casualties	unacceptable	the casualties	2	(NP (DT the) (NNS casualties))
1442364:5	the conditions were appalling and jackie's mastery absolute.	the	conditions	appalling	the conditions	2	(NP (DT The) (NNS conditions))
1443061:4	the differences were tiny, nonetheless significant.	the	differences	tiny	the differences	2	(NP (DT The) (NNS differences))
1445365:40	he took the revolver from its hiding place, quickly checking that all the chambers were full, and slipping off the safety catch.	the	chambers	full	all the chambers	3	(NP (PDT all) (DT the) (NNS chambers))
1447758:61	a pair of spotted woodpeckers nested in what was known as the little wood below the lake and when the nuts were ripe on the copper cob trees a nuthatch came up quite close to the house.	the	nuts	ripe	the nuts	2	(NP (DT the) (NNS nuts))
1449505:57	the first was how to use the various organs of speech to pronounce burmese correctly, for the vowels were pure, some consonants unaspirated, and there was always the tonal complication.	the	vowels	pure	the vowels	2	(NP (DT the) (NNS vowels))
1449569:51	the teacher and i preferred to walk, for bullock carts had no springs and the tracks were rough.	the	tracks	rough	the tracks	2	(NP (DT the) (NNS tracks))
1449591:11	people in the villages were poor.	the	villages	poor	the villages	2	(NP (DT the) (NNS villages))
1449592:41	they grew their own rice and a surplus for sale, and often the villagers were able to catch fish from the many streams of the irrawaddy delta.	the	villagers	able	the villagers	2	(NP (DT the) (NNS villagers))
